timestamp,measurement_id,instrument_id,mode,value,unit
2026-05-20T15:11:11.715604Z,5cc201be-1541-49da-a107-f966a8d9addd,,VDC,3.319838952803466,V
2026-05-20T15:11:11.976738Z,7b00d26e-fdc7-445b-84c6-70108559da6a,,VDC,3.302269722765888,V
2026-05-20T15:11:12.237555Z,d46107f1-769f-4566-9307-b4c98d1ee620,,VDC,3.300408095620398,V
2026-05-20T15:11:12.498645Z,580e5b9f-cca5-4203-987f-6f3dbdfad472,,VDC,3.295494925867869,V
2026-05-20T15:11:12.760036Z,8921ce4d-24f7-40a1-9e9f-f292b07de710,,VDC,3.291238295873798,V
2026-05-20T15:11:13.020685Z,7f898aa8-12de-4d22-b3e6-7411bbb8bb9e,,VDC,3.331034855345826,V
2026-05-20T15:11:13.282544Z,cdf53984-5c80-4b22-bc50-5a6142ad85a3,,VDC,3.327410431121929,V
2026-05-20T15:11:13.543596Z,6d32cfec-6c6c-4dee-8d1f-90780566523a,,VDC,3.2808662300682427,V
2026-05-20T15:11:13.804805Z,d8755431-2066-4663-8b85-7eb3b43b804d,,VDC,3.3104464222776206,V
2026-05-20T15:11:14.066793Z,28245941-a2e9-43f8-b4d3-bfe301aea406,,VDC,3.2833475952313265,V
2026-05-20T15:11:14.327937Z,90e77b1f-4c8b-48c6-82ff-43dc75433857,,VDC,3.3092110347862533,V
2026-05-20T15:11:14.589851Z,edaf6ee6-5f41-4484-b52d-fecd515f28ca,,VDC,3.2910258057595048,V
2026-05-20T15:11:14.851794Z,11b73861-3abc-4ba5-9cce-bd579dafe025,,VDC,3.3071217113374614,V
2026-05-20T15:11:15.113725Z,8927967a-d539-4021-a8c2-1a55f94b55a2,,VDC,3.294151362542719,V
2026-05-20T15:11:15.375086Z,3f8e69a7-48bb-43c9-a292-2de39c515fdc,,VDC,3.3050300829761214,V
2026-05-20T15:11:15.636521Z,31caf883-4086-48ad-8134-03144c960bdd,,VDC,3.2744501351921254,V
2026-05-20T15:11:15.898164Z,44964a1b-eedd-478f-b420-dc39ab2012ee,,VDC,3.298182827431917,V
2026-05-20T15:11:16.160501Z,4884483f-82f8-47ad-b8b2-d1ed87436eba,,VDC,3.3070152427271733,V
2026-05-20T15:11:16.422014Z,376574f7-595f-40ed-bfb1-c3a415c311c4,,VDC,3.31891136445998,V
2026-05-20T15:11:16.684046Z,aac453b8-d2e8-4bfc-bcee-64fa92ad1be3,,VDC,3.3205743964808843,V
2026-05-20T15:11:16.946803Z,9ef9a26d-66c3-4064-9d3d-7fc7163267a9,,VDC,3.281115951941041,V
2026-05-20T15:11:17.209702Z,149aa61e-acd0-48fe-aa31-8d18991b624b,,VDC,3.315187922412109,V
2026-05-20T15:11:34.816572Z,0f701258-da75-45fb-9b29-b1a82cab48ac,,OHM,998.1102789277763,Ω
2026-05-20T15:11:37.102813Z,3a31ee04-67c6-4b76-9fb0-a10a8ae19811,,OHM,1007.4798708585755,Ω
2026-05-20T15:11:37.364338Z,2823b8a9-0a1d-464d-b84f-b500d1d4bd64,,OHM,1005.9224753430505,Ω
2026-05-20T15:11:37.626735Z,5a79a471-3c0c-4c25-b7cb-6d9d2cbe8b29,,OHM,1009.2246970295654,Ω
2026-05-20T15:11:37.888018Z,77ee8743-41c2-434a-a9f4-8585ccb6b6fa,,OHM,998.6903162562918,Ω
2026-05-20T15:11:38.149630Z,a5ce37fd-6401-442b-8ad0-bb9bdae4af31,,OHM,998.3509647441085,Ω
2026-05-20T15:11:38.415389Z,5a2bfddb-4129-4e90-9ae6-68f4ecddfedf,,OHM,993.5550067750248,Ω
2026-05-20T15:11:38.683792Z,510f1912-6930-4878-8a68-bcf5bd4dd5c6,,OHM,1007.272225152293,Ω
2026-05-20T15:11:38.946209Z,2a935a73-d253-4bea-9b67-1d9901438f90,,OHM,994.4333734067768,Ω
2026-05-20T15:11:39.207583Z,f5cb8288-f14c-4bc1-98d7-ae49800d2929,,OHM,994.9347638686119,Ω
2026-05-20T15:11:39.469477Z,d2ecb145-ca3b-4300-b22f-5d0ae03b9424,,OHM,994.6834587240825,Ω
2026-05-20T15:11:43.932498Z,5e14f024-e05e-4eb9-b7b0-bfc496d77e9f,,OHM,990.5489619300037,Ω
2026-05-20T15:11:44.194137Z,67d9ccbe-2a08-49a7-9739-b28731e1e986,,OHM,990.1306632326512,Ω
2026-05-20T15:11:44.455680Z,e74f1102-f308-4023-bf42-1ff0886540de,,OHM,1003.1089276415331,Ω
2026-05-20T15:11:44.724607Z,b7a9c721-599b-469e-826e-42acea2a72e7,,OHM,1006.3563678727685,Ω
2026-05-20T15:11:44.989835Z,6c2bd719-b1cc-4baf-9d5d-8e39da4843d4,,OHM,995.009839893674,Ω
2026-05-20T15:11:45.251740Z,9c141269-2c27-463e-8e70-6973b3d8d930,,OHM,992.6222335143374,Ω
2026-05-20T15:11:45.516615Z,012b078a-1a3d-4b2d-a948-95295f8d3ce3,,OHM,995.2980288840284,Ω
2026-05-20T15:11:45.781513Z,66a665d8-9cca-4fc9-8158-67ef8d826803,,OHM,1008.6313528282003,Ω
2026-05-20T15:11:46.042482Z,59502ea5-e208-4d00-9deb-77d1be9f4482,,OHM,999.8431128793496,Ω
2026-05-20T15:11:46.304979Z,d05fdce1-a7c9-4a31-8d4b-74f1c0f20aff,,OHM,992.3898958585563,Ω
