2026-05-20T15:11:34.816572Z	998.1102789277763	Ω
2026-05-20T15:11:37.102813Z	1007.4798708585755	Ω
2026-05-20T15:11:37.364338Z	1005.9224753430505	Ω
2026-05-20T15:11:37.626735Z	1009.2246970295654	Ω
2026-05-20T15:11:37.888018Z	998.6903162562918	Ω
2026-05-20T15:11:38.149630Z	998.3509647441085	Ω
2026-05-20T15:11:38.415389Z	993.5550067750248	Ω
2026-05-20T15:11:38.683792Z	1007.272225152293	Ω
2026-05-20T15:11:38.946209Z	994.4333734067768	Ω
2026-05-20T15:11:39.207583Z	994.9347638686119	Ω
2026-05-20T15:11:39.469477Z	994.6834587240825	Ω
2026-05-20T15:11:43.932498Z	990.5489619300037	Ω
2026-05-20T15:11:44.194137Z	990.1306632326512	Ω
2026-05-20T15:11:44.455680Z	1003.1089276415331	Ω
2026-05-20T15:11:44.724607Z	1006.3563678727685	Ω
2026-05-20T15:11:44.989835Z	995.009839893674	Ω
2026-05-20T15:11:45.251740Z	992.6222335143374	Ω
2026-05-20T15:11:45.516615Z	995.2980288840284	Ω
2026-05-20T15:11:45.781513Z	1008.6313528282003	Ω
2026-05-20T15:11:46.042482Z	999.8431128793496	Ω
2026-05-20T15:11:46.304979Z	992.3898958585563	Ω
2026-05-20T15:12:57.023099Z	1004.244289908221	Ω
2026-05-20T15:12:57.284048Z	1001.2783177818084	Ω
2026-05-20T15:12:57.546895Z	998.5260454420672	Ω
2026-05-20T15:12:57.807392Z	1005.9905325995337	Ω
2026-05-20T15:12:58.068521Z	1007.9738772656808	Ω
2026-05-20T15:12:58.331571Z	991.143287965215	Ω
2026-05-20T15:12:58.592464Z	1004.8190849658621	Ω
2026-05-20T15:12:58.854148Z	999.4669186533329	Ω
2026-05-20T15:12:59.115239Z	1004.6995660179773	Ω
